Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,,,,,,,,,FCN,,,,,FCN,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FMC,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FPT,,FPT,FPT,,FPT,,,,,,,,,,,,,,,FPT,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,GAS,,,,,GAS
,,,,,,GDT,,,,GDT,,,,GDT,,GDT,,,GDT,,,GDT,,GDT,GDT,GDT,,GDT,GDT,GDT,GDT,GDT,GDT,GDT,GDT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GIL,,,
,,,,,,,,,,,,,,GMC,,,,,,,,,,,,GMC,,,GMC,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,HAG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HAH,HAH,,HAH,HAH,,,,
,,,,,,,,,,HAI,,HAI,,,,HAI,,,,,,HAI,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HDC,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,HDG,HDG,,,,,,HDG,,,,,,,,,,,,HDG,,,HDG,,,,,
,,,,,,,,,,,,HHS,HHS,,,,,,,,,,,,,,,,HHS,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,HOT,HOT,HOT,HOT,HOT,HOT,,,,HOT,,,,HOT,,,,,,,
HPG,HPG,,,HPG,,,,,,,,,,,,,,,,,,,,HPG,HPG,HPG,,,HPG,HPG,,HPG,HPG,HPG,HPG
,,,,,,,,,,,HQC,,,,,,,,,,,,,,,,,,,,,,,,
HRC,HRC,HRC,,,,,,,,HRC,,HRC,,,,,,,,,,,,,,,,,,,,,,,
,HSG,,,,HSG,HSG,,,,,,,,,,,,,,HSG,,,,,,,,,,,,HSG,HSG,HSG,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,HTL,,,,,,HTL,,HTL,HTL,HTL,HTL,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,IJC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ITC,,,,,,,,,,,,
,,,,,,,,,,,,,,,ITD,,,,,,,,,,,,,,,,ITD,,,,ITD
,,,,,,,,,,,JVC,,,,JVC,,,JVC,JVC,,,,,,,JVC,,,,,,,,,
,,,,,,,,,,,,,,,,,KAC,,,,,,,,,,,,,,KAC,,,,KAC
KBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,KDC,,,,KDC,,,,KDC,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,KHA,,,,,,,,KHA,,,,,,,,,,,,,,,KHA,KHA,,,,KHA,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,KMR,,,,KMR,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KSA,KSA,KSA,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,KSB,KSB,KSB,,KSB,KSB,KSB,,,KSB,,,,,,,,,KSB,,KSB,KSB,,,KSB,KSB,KSB,KSB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LAF,LAF,LAF,,,,,LAF,,,,,,LAF,,,,,,,,,,,,
LBM,,,,,,,,,,,,,,,,,,,,,LBM,,,,,,,,LBM,LBM,,LBM,LBM,LBM,
,,,,,LCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,LCM,LCM,LCM,,LCM,LCM,LCM,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,LHG,,,,,,,,,,,,,,,,,,,,,,,,LHG
,,,LIX,,,LIX,,LIX,LIX,,,,LIX,,,,,,LIX,LIX,,LIX,,,LIX,,LIX,LIX,LIX,LIX,LIX,LIX,LIX,LIX,LIX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSS,,,,,,,,LSS,LSS,LSS,LSS,LSS,LSS,LSS,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,MCP,,,,,MCP,,,,,,,,,,,MCP,,,,MCP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,MWG,MWG,MWG,MWG,MWG,MWG,MWG,MWG,MWG,MWG,MWG,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,NCT,NCT,NCT,NCT,NCT,NCT,NCT,NCT,NCT,NCT,NCT
,,,,,,,,NKG,NKG,,,,,,,,,,,,,,,,,,,,,,,,NKG,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,NNC,,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC,NNC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,NSC,,,NSC,NSC,,,NSC,NSC,,,NSC,NSC,,,NSC,NSC,NSC,,NSC,,,,,,,,,,,NSC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NTL,,NTL,,NTL,NTL,NTL,,NTL,NTL,NTL,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,OPC,,OPC,OPC,OPC,OPC,,,OPC,,,,OPC,,,,OPC,,,
,PAC,PAC,PAC,PAC,PAC,PAC,PAC,,PAC,PAC,,PAC,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PC1,PC1,PC1,,,,,,PC1,,,
,,,,,,,,,,,,,,,,,,PDN,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,PGD,,PGD,PGD,PGD,,,PGD,PGD,PGD,PGD,PGD,,PGD,PGD,PGD,,,,,,,,,,,,,,PGD,PGD,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PHR,PHR,PHR,,PHR,PHR,PHR,,,PHR,,,,PHR,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,PJT,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PNJ,,,,,,,,,,,,,,,,,,,,PNJ,,,,PNJ,,,PNJ,PNJ,,PNJ,PNJ
,,,,,,,,POM,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,PTB,,,,,,PTB,PTB,PTB,,PTB,PTB,,,PTB,,PTB,PTB,PTB,,PTB,PTB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,PVD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PXS,PXS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,PXT,,,,,,PXT,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,RAL,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBA
,,,,,,,,,,,,,,,,,SAB,,,,,SAB,,SAB,SAB,SAB,,SAB,,SAB,,SAB,SAB,SAB,
,,,,,,,,,,SBT,,SBT,,,SBT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCD,,,SCD,,,,SCD,,,,,,,,,,,,SCD,,,,,,,,,,,,,,,,SCD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SFC,SFC,,SFC,,,,SFC,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHP,,,,SHP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SII,,,,,
,,,,,,,,,,,,,,SJD,SJD,,SJD,SJD,,,SJD,SJD,,,,SJD,,,,SJD,,,,,
,,SJS,,,,,SJS,,SJS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,SKG,,SKG,SKG,SKG,SKG,SKG,SKG,SKG,SKG,SKG,SKG,SKG,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SRC,SRC,,,,,,,,,,SRC,,,,SRC,SRC,SRC,,SRC,SRC,SRC,,,SRC,SRC,,SRC,SRC,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4A
SSC,SSC,,,SSC,SSC,,,SSC,SSC,,,SSC,SSC,,,SSC,SSC,,,,SSC,,,,SSC,,,,SSC,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST8,ST8,ST8,,ST8,,ST8,ST8,,ST8,,,,,,,,,,ST8,,,ST8,ST8,,ST8,,ST8,,ST8,,,,ST8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SVI,,,,,,SVI,,SVI,SVI,,,,,,,SVI,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TAC,,,,TAC,,,,,,,,,,,,,,,,,,,,,,,,
,,TBC,TBC,,,,,,,,,,,,,,,TBC,,,TBC,TBC,,,TBC,,,TBC,TBC,,,,,TBC,
,,,,,,TCL,TCL,TCL,TCL,,,,TCL,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TCM,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCT,,,,TCT,,,,TCT,,,,TCT,,TCT,,TCT,,,,TCT,,,,TCT,,,,TCT,,,,TCT,,,
,,,,,,,,,,,,,,,,,,,TDC,,,,,,,,,,,,,,,,
,,,TDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THG,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,TIP,,,,TIP,,,,TIP,,,,,,,
,,,,,,,,,,,,TIX,,,TIX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TLG,,,,TLG,,TLG,,TLG,,TLG,,TLG,,,TLG,TLG,,,TLG,TLG,,TLG,TLG,TLG,
,,,,,,TLH,,,,,,,,,,,,,,,,,,,,,,,,,,TLH,TLH,TLH,TLH
,,,,,,,,,,,,,,,,,TMP,TMP,TMP,,TMP,TMP,,,TMP,TMP,TMP,TMP,TMP,,,,,TMP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMT,TMT,TMT,,,,,
,,,,,,,,,,,TNA,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,TNC,TNC,,,,TNC,TNC,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,TRA,TRA,,,TRA,TRA,TRA,TRA,TRA,TRA,,,TRA,TRA,TRA,TRA,TRA,TRA,TRA,TRA,TRA,TRA,TRA
,,TRC,,,,,,,,TRC,TRC,TRC,,TRC,TRC,,,TRC,TRC,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TSC,TSC,,,,,,,,,,TSC,,,,,,,,,,,,,,,,TSC,TSC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTF,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,TYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,VAF,,,,VAF,,,,VAF,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
