Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,CLC,,,,,,,,,,,,CLC,,,,CLC,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLG,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,CMG,,,,CMG,,,,,,CMG,,,CMG,CMG,,,,,,,
,,,,,,,,CMT,,,,,,,,,,,CMT,,,,,,CMT,,CMT,,,,,,CMT,,
,,,,,,,,,,,,,CMV,,,CMV,,,,,,,,CMV,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMX,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,COM,,,,COM,,,,,,,,,,,,COM,,,COM,,COM,,,COM,,,
,,,,,,,,,,,,,,,,,CSM,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,CTD,,,,,CTD,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,DCL,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DGW,,,,,DGW,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DHC,
,,,,,,,,,,DHG,DHG,DHG,,,DHG,DHG,,DHG,DHG,DHG,,,DHG,,DHG,DHG,DHG,,,,,,,,
,,,,,,,,,,,,,,,,,DHM,,,DHM,,,,,,,,,,,,,DHM,,DHM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,DMC,,,,,DMC,,DMC,,,,DMC,,,,,,,,DMC,,,,DMC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DRC,,,,,,DRC,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRH,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,DSN,,,DSN,DSN,,,DSN,DSN,,,DSN,,,,,,,,,DSN,,
,,,,,,,,,DTA,,,,,,,,,,,,,,,,,,,,DTA,,,,,,
,,,,,,,,,,,,DTL,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,DXV,,,,DXV,,,,DXV,,DXV,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,ELC,,,,,,,,,,,ELC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,FCM,FCM,,,,,,FCM,,,,,,,,
,,,,,,,,,,,,,,,,,,,FCN,,,,FCN,,,,FCN,,,,,,,,FCN
,,,,,,,,,,,,FDC,,,,,FDC,,,,,,,,,,,,,,,FDC,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,FLC,,,,,,,,FLC,,,,FLC,,,,,,,,
,,,,,,,,,,,,,,,,FMC,,,FMC,,,,,,FMC,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FPT,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GDT
,,,,,,,,,,,,,,,,,,,,GIL,,,GIL,,,,,,,,,,,,
,,,,GMC,,,,,,,,,,GMC,GMC,,,GMC,,,,,,,,GMC,,,,GMC,,,,GMC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,GSP,,,,,,,,,,,,,,,,,,GSP,
,,,,,,,,,,,,GTA,,,,GTA,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,GTN,,,,GTN,,,,,,GTN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,HAI,,HAI,,,,,,,,,,,HAI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HID,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAR,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,HAS,,,,,,,HAS,
,,,,HAX,,,,,,,,,HAX,,,,,,,,,,,,,,HAX,HAX,,,,,,,HAX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,HDG,,,,,,,,,,,,
,,,,,,,,,,,,,,,,HHS,,,,,,,,,,,HHS,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,HMC,,,,,,,,,,,,,,,,,,,,HMC,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HOT,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,HSG,,,,,,,,,,,,HSG,,,,HSG,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,HTL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,HVX,,,,HVX,,HVX,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,IDI,,,,,IDI,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,IMP,,,,IMP,,,,IMP,,IMP,,,,,IMP,IMP,,,,IMP,,,,IMP
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ITC,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITD,,,,,,,ITD
,,,,,,,,,,,,,,,JVC,,,,JVC,,,,,,,JVC,,,,,,JVC,,,
,,,,,,,,,,,,,,,,,KAC,,,,,,,,,,,,,,,KAC,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,KDC,,,,KDC,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,KDH,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,KHA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPF,,KPF
,,,,,,,,,KSA,,,,,,,,,,,,,,,,,,,,,,KSA,KSA,,,
,,,,,,,,,,,,,,,,KSB,,,,,,,,,,,,,KSB,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,L10,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,LAF,,,,,,,LAF,LAF,,,LAF,,,,LAF,,,,,LAF,,,LAF,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LBM,,,,LBM,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LCM,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,LHG,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,LIX,,LIX,LIX,,LIX,,LIX,,LIX,LIX,LIX,LIX,LIX,,LIX,LIX,LIX,,,,,,,LIX,LIX,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LSS,,,LSS,LSS,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,MHC,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,MWG,MWG,,MWG,MWG,MWG,,MWG,MWG,MWG,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBB,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCT,,NCT,,NCT,NCT,NCT,
,,,,,,,,,,NKG,,,,NKG,,,,,,,NKG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NSC,,NSC,,NSC,,NSC,,NSC,,NSC,,NSC,,,,,,,,NSC,,,,NSC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NT2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,OPC,,OPC,OPC,,OPC,OPC,OPC,,,OPC,,,,OPC,OPC,,
,,,,,,,,,,,,,,,,,PAC,PAC,,,PAC,,,,,,,PAC,,,,,,,
,,,,,,,,,,,,,,,,,PAN,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PC1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PET,,PET,,,,,,,,,,,,,,PET,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PGC,,PGC,,PGC,,,,,,,,,,,,,,,
,,,,,,,,,PGD,,,PGD,,,PGD,,PGD,,,,PGD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,PIT,,,,,,,,,PIT,,,,PIT,,,PIT,,,,,,,
,,,,PJT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PNC,,,,,,,,,,,,,,,,PNC,,,,,,,,,
,,,,PNJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPI,PPI,,,,,,
,,,,,,,,,,,,,,,,,,,PTB,PTB,,,,,,,,,,,,PTB,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTC,,,,
,,,,,,,,,,,,,,,,,,,,PTL,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,PXI,,PXI,,,,,,,,,,,,,,,,
,,,,,,,,,,PXS,,PXS,,,,,,,,,,,PXS,PXS,,,,PXS,,,,PXS,,,
,,,,,,,,,,,,PXT,PXT,,,,,,,,,,,,,,PXT,PXT,,,,PXT,PXT,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,QBS,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,RAL,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,SAV,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,SBT,,,,SBT,,,,,
,,,,,,,,,,,,,,,,,,,,,,SC5,,,,,,,,,,,,,
,,,,,,,,,SCD,,,,,,SCD,,,,,SCD,,,SCD,,SCD,SCD,SCD,,,,SCD,,SCD,,SCD
,,,,,,,,,,SCR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SFC,SFC,,,,SFC,,,,,,SFC,,,SFC,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFG,,,,SFG,,
,,,,,,,,,,,,,,,,,,,,,,,,SFI,,,,,,SFI,,SFI,,SFI,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SII,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,SMC,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPM
,,,,,,,,,,,,,,,,SRC,,,,,,,,,,,,,SRC,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SRF,,,,SRF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,SSC,,SSC,,,,,,,,,,,,,,,,SSC,,,,SSC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,ST8,ST8,,,,ST8,ST8,,,,ST8,,,ST8,ST8,,,ST8,ST8,,,ST8,,,ST8,,ST8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STG,,STG,,STG,,STG,STG,STG,STG,STG,STG,STG,STG,STG,,STG,,STG,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STT,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SVI,,,SVI,SVI,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,SVT,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TAC,,,,,,TAC,,,TAC,,,,,,TAC,,,TAC,,,,TAC,,TAC,,,,,,TAC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,TCL,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TCT,,,,TCT,,,,TCT,,,,,,,,TCT,,,,TCT,,,
,,,,,,,,,,,,,,,TDC,,,,,,,,,,,,,TDC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TDH,,,
,,,,,,,,,,,TDW,,,,,,,,,,TDW,TDW,,TDW,TDW,TDW,,TDW,,TDW,,,TDW,TDW,TDW
,,,,,,,,,,,,,,,,,,,,,,,THG,,,,THG,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIC,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIP,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,TLG,,,,TLG,,TLG,,TLG,TLG,TLG,,,TLG,,,,TLG,TLG,
,,,,,,,,,,,,,,,,,TLH,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,TMT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,TNC,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TNT,,TNT,,,TNT,,,,,,,,TNT,,,,,TNT,,,,TNT,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,TRA,,,TRA,TRA,TRA,,TRA,,TRA,,TRA,TRA,TRA,TRA,TRA,TRA,TRA,,TRA,TRA,TRA,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,TSC,,,,,,TSC,,,TSC,,,,,,,TSC,,,,,,,,TSC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,TYA,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UDC,,,
,,,,UIC,,,,,,,,,,,,,,,,,,,,,,,,UIC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAF,,,,VAF,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,VCF,VCF,,,,VCF,VCF,,VCF,,VCF,,,,VCF,,,,VCF
,,,,,,,,,,,,VFG,,VFG,,,,,VFG,VFG,,,,VFG,,,VFG,,,,,,,VFG,
,,,,,,,,,,,,VHC,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,VHG,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS,,,,VPS
,,,,VIS,,,,,,,,,,VIS,,VIS,,,,,,,,,,,,,,,,,,VIS,VIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,VNM,,,,,,,,VNM,,VNM,VNM,VNM,VNM
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,VPK,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,VRC,VRC,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTB,,,VTB,,VTB
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,ADC,,,,,,,,,,,,ADC,,,ADC,ADC,,,,ADC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,ALV,,,,,ALV,,,,,,,,,,,,ALV
