Q1_2008,Q2_2008,Q3_2008,Q4_2008,Q1_2009,Q2_2009,Q3_2009,Q4_2009,Q1_2010,Q2_2010,Q3_2010,Q4_2010,Q1_2011,Q2_2011,Q3_2011,Q4_2011,Q1_2012,Q2_2012,Q3_2012,Q4_2012,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,Q4_2015,Q1_2016,Q2_2016,Q3_2016,Q4_2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,PNC,,,,,,,PNC,,
,,,,PNJ,,,,,,,,PNJ,,,,PNJ,,PNJ,,,,,,PNJ,,,,PNJ,,,,PNJ,PNJ,PNJ,
,,,,,,,,POM,POM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PPC,,,,,,,,,,,,,,,PPC,PPC,,,,,,,PPC,,,,,,,,PPC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,PTB,PTB,PTB,,PTB,PTB,PTB,PTB,PTB,PTB,PTB,PTB,PTB,PTB,PTB,,PTB,PTB,PTB,PTB,PTB,PTB,PTB,PTB
,,,,,,,,,,,,,,,,,,,,,,,,,,,PTC,,,,,PTC,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PVD,PVD,PVD,,PVD,,,,,,,,,,,,,,PVD,,PVD,,,,PVD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PXS,PXS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PXT,PXT,PXT,PXT,PXT,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,RAL,,,,,,,,,,,,,,,RAL,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,REE,,,,REE,,,,,,,,,,,,,,,REE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIC,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,SBA,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,SAB,,,,,SAB,,SAB,SAB,SAB,,SAB,,SAB,,SAB,SAB,SAB,SAB
,,,,,,,,,,,,SBT,,,,,,,SBT,,,,,,,,,,,,,,,,
SC5,,,,,,,,,,,,,,,,,,,,,,SC5,,,,,,,,,,,,,
,,,,,,,SCD,,,,,,,,,,,,,,,,,,,,,,,,SCD,,,,
,,,,,,,,,,SCR,,,,,,,,,,,,,,,,,,,,,,,,,
,,,SFC,SFC,,SFC,,,,SFC,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,SFG,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,SFI,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SGT
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA,,,,,,
,,,,,,,,SHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,SHP,,,,SHP,,,,SHP,
,,,,,,,,,,,,,,,,,SII,,,,,,,,,,,,,SII,,,,,
,,,,,,,,,,,,,,SJD,,,,SJD,,,,SJD,,,,SJD,,,,SJD,,,,,
,,,,,,SJS,SJS,,SJS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,SKG,SKG,SKG,,SKG,SKG,SKG,,SKG,SKG,SKG,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,SMC,,,,,,,,,,,,SMC,SMC,SMC,SMC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SRC,SRC,,,,,,,,,,,,,,SRC,,,,,,,,,SRC,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,SRF,,,,,,,,,,,SRF
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S4A
,SSC,,,SSC,,,,,,,,,SSC,,,,SSC,,,,SSC,SSC,,,SSC,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ST8,ST8,ST8,,,,,,,,,,,,,,,,,ST8,,,ST8,,,,,,,,,,,ST8,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,STG,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,STT,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SVI,,,SVI,,,,SVI,SVI,SVI,SVI,SVI,SVI,SVI,SVI,SVI,SVI,SVI,,SVI,SVI,SVI,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SZL,SZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SZL,,
TAC,,,,,,,TAC,,,,TAC,,,,,,,,,,,,,,,,TAC,,,,,,,,
,,,,,,,,,,,,,,,,,,TBC,,,,,,,,,,,,,,,,,
,,,,,,,,TCL,,,,,TCL,,,,,,,TCL,,,,,,,,,,,,,,,
,,,,,,,,,,,,TCM,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCT,,,,TCT,,,,TCT,,,,TCT,,,,TCT,,,,TCT,,,,TCT,,,,TCT,,,,TCT,,,
,,,,,,,,,,,,,,,,,,,TDC,,,,TDC,,,,,,,,TDC,,,,TDC
,,,TDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TDW,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THG,THG,,,THG,THG,THG
,,,,,,,,,,,,,,,,,,TIC,,,,,TIC,,,,TIC,,,,TIC,,,,TIC
,,,,,,,,,,,,,,,,,,,,,,TIE,,,,,,,,,,,,,TIE
,,,,,,,,,,,,,,,,,,,,,,,,TIP,,,,,,,TIP,,,,
,,,,,,,,,,,,TIX,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,TLG,,,,TLG,,,,TLG,,,TLG,TLG,
,,,,,,TLH,,,,,,,,,,,,,,TLH,,,,,,,,,,,,TLH,TLH,,TLH
,,,,,,,,,,,,,,,,,,,,,,TMP,,,TMP,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,TMT,,,,,,,,,,,,,,,,,,,,TMT,TMT,TMT,TMT,,,,,
,,,,,,,,,,,TNA,,,,,,,,,,,,,,,,,,,,,TNA,,TNA,
,,,,,,,,,,,,TNC,,,,TNC,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,TRA,TRA,TRA,TRA,TRA,,,,,,,,,,,,,
,,TRC,,,,,,,,TRC,TRC,TRC,TRC,TRC,TRC,,,TRC,TRC,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,TS4,,,,,,,,,,,,,,,,,,,,
TSC,TSC,TSC,,TSC,,,,,,,TSC,,,TSC,,,,,,TSC,,,,,,TSC,TSC,TSC,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTF,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,TVS,,,,,,,,,,,
TYA,,,,,,,,,,,,,TYA,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UDC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,VCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
